"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Wisconsin","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","2.4"
"Annual Survey of School System Finance","Wisconsin","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","2.4"
"Annual Survey of School System Finance","Wisconsin","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","2.3"
"Annual Survey of School System Finance","Wisconsin","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","2.4"
"Annual Survey of School System Finance","Wisconsin","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","2.4"
"Annual Survey of School System Finance","Wisconsin","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","2.4"
"Annual Survey of School System Finance","Wisconsin","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.5"
"Annual Survey of School System Finance","Wisconsin","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.3"
"Annual Survey of School System Finance","Wisconsin","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.3"
"Annual Survey of School System Finance","Wisconsin","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.3"
"Annual Survey of School System Finance","Wisconsin","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.3"
"Annual Survey of School System Finance","Wisconsin","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.3"
"Annual Survey of School System Finance","Wisconsin","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.2"
"Annual Survey of School System Finance","Wisconsin","2012","LST","Revenue from local sources Total (%)","State and Local ","47.6"
"Annual Survey of School System Finance","Wisconsin","2013","LST","Revenue from local sources Total (%)","State and Local ","40.6"
"Annual Survey of School System Finance","Wisconsin","2014","LST","Revenue from local sources Total (%)","State and Local ","40.6"
"Annual Survey of School System Finance","Wisconsin","2015","LST","Revenue from local sources Total (%)","State and Local ","40.8"
"Annual Survey of School System Finance","Wisconsin","2016","LST","Revenue from local sources Total (%)","State and Local ","40.2"
"Annual Survey of School System Finance","Wisconsin","2017","LST","Revenue from local sources Total (%)","State and Local ","40.1"
"Annual Survey of School System Finance","Wisconsin","2018","LST","Revenue from local sources Total (%)","State and Local ","39.0"
"Annual Survey of School System Finance","Wisconsin","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","42.8"
"Annual Survey of School System Finance","Wisconsin","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","36.2"
"Annual Survey of School System Finance","Wisconsin","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","35.9"
"Annual Survey of School System Finance","Wisconsin","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","35.6"
"Annual Survey of School System Finance","Wisconsin","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","35.4"
"Annual Survey of School System Finance","Wisconsin","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","34.3"
"Annual Survey of School System Finance","Wisconsin","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","33.7"
"Annual Survey of School System Finance","Wisconsin","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","38.3"
"Annual Survey of School System Finance","Wisconsin","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","38.7"
"Annual Survey of School System Finance","Wisconsin","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","38.8"
"Annual Survey of School System Finance","Wisconsin","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","38.6"
"Annual Survey of School System Finance","Wisconsin","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","38.4"
"Annual Survey of School System Finance","Wisconsin","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","38.3"
"Annual Survey of School System Finance","Wisconsin","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","37.6"
"Annual Survey of School System Finance","Wisconsin","2012","SST","Revenue from state sources Total (%)","State and Local ","44.1"
"Annual Survey of School System Finance","Wisconsin","2013","SST","Revenue from state sources Total (%)","State and Local ","51.7"
"Annual Survey of School System Finance","Wisconsin","2014","SST","Revenue from state sources Total (%)","State and Local ","51.9"
"Annual Survey of School System Finance","Wisconsin","2015","SST","Revenue from state sources Total (%)","State and Local ","52.0"
"Annual Survey of School System Finance","Wisconsin","2016","SST","Revenue from state sources Total (%)","State and Local ","52.9"
"Annual Survey of School System Finance","Wisconsin","2017","SST","Revenue from state sources Total (%)","State and Local ","53.0"
"Annual Survey of School System Finance","Wisconsin","2018","SST","Revenue from state sources Total (%)","State and Local ","54.3"
"Annual Survey of School System Finance","Wisconsin","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wisconsin","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wisconsin","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wisconsin","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wisconsin","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wisconsin","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wisconsin","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wyoming","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Wyoming","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Wyoming","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Wyoming","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Wyoming","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Wyoming","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Wyoming","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Wyoming","2012","FST","Revenue from federal sources Total (%)","State and Local ","8.7"
"Annual Survey of School System Finance","Wyoming","2013","FST","Revenue from federal sources Total (%)","State and Local ","6.7"
"Annual Survey of School System Finance","Wyoming","2014","FST","Revenue from federal sources Total (%)","State and Local ","6.4"
"Annual Survey of School System Finance","Wyoming","2015","FST","Revenue from federal sources Total (%)","State and Local ","6.1"
"Annual Survey of School System Finance","Wyoming","2016","FST","Revenue from federal sources Total (%)","State and Local ","6.0"
